Date,Germany_1M_Bill_Yield,Germany_3M_Bill_Yield,France_1M_Bill_Yield,France_3M_Bill_Yield
2021-12-06,-0.638,-0.982,-1.27,-0.9125
2021-12-07,-0.625,-0.981,-1.25,-0.91
2021-12-08,-0.607,-0.97,-1.273,-0.905
2021-12-09,-0.55,-0.911,-1.225,-0.865
2021-12-10,-0.6,-0.9035,-1.19,-0.725
2021-12-13,-0.54,-0.842,-1.002,-0.795
2021-12-14,,-0.756,-1.017,-0.803
2021-12-15,-1.21,-0.804,-1.029,-0.83
2021-12-16,-1.349,-0.821,-1.011,-0.8425
2021-12-17,-1.333,-0.849,-1.049,-0.85
2021-12-20,-1.13,-0.817,-0.99,-0.83
2021-12-21,-1.139,-0.8,-0.96,-0.83
2021-12-22,-1.024,-0.781,-0.93,-0.82
2021-12-23,-0.837,-0.696,-0.84,-0.805
2021-12-24,,,-0.855,-0.809
2021-12-27,-0.9,-0.719,-0.858,-0.8
2021-12-28,-0.8,-0.723,-0.863,-0.81
2021-12-29,-0.89,-0.739,-0.85,-0.808
2021-12-30,-0.832,-0.73,-0.885,-0.823
2021-12-31,,,-0.901,-0.79
2022-01-03,-0.63,-0.658,-0.68,-0.66
2022-01-04,-0.637,-0.688,-0.688,-0.66
2022-01-05,-0.645,-0.664,-0.67,-0.655
2022-01-06,-0.66,-0.664,-0.677,-0.65
2022-01-07,-0.652,-0.643,-0.65,-0.645
2022-01-10,-0.617,-0.647,-0.64,-0.635
2022-01-11,-0.6,-0.636,-0.648,-0.63
2022-01-12,-0.612,-0.641,-0.659,-0.635
2022-01-13,-0.6,-0.656,-0.686,-0.64
2022-01-14,-0.54,-0.659,-0.644,-0.64
2022-01-17,-0.54,-0.7,-0.65,-0.66
2022-01-18,-0.667,-0.683,-0.645,-0.655
2022-01-19,-0.665,-0.671,-0.645,-0.65
2022-01-20,-0.672,-0.669,-0.64,-0.675
2022-01-21,-0.682,-0.667,-0.64,-0.675
2022-01-24,-0.662,-0.687,-0.6361,-0.67
2022-01-25,-0.666,-0.687,-0.6397,-0.675
2022-01-26,-0.671,-0.684,-0.6366,-0.679
2022-01-27,-0.665,-0.676,-0.6415,-0.67
2022-01-28,-0.671,-0.667,-0.6379,-0.68
2022-01-31,-0.668,-0.668,-0.645,-0.6775
2022-02-01,-0.684,-0.679,-0.648,-0.6705
2022-02-02,-0.671,-0.681,-0.66,-0.6705
2022-02-03,-0.675,-0.662,-0.686,-0.6665
2022-02-04,-0.671,-0.654,-0.65,-0.6635
2022-02-07,-0.642,-0.671,-0.663,-0.6745
2022-02-08,-0.636,-0.67,-0.65,-0.6725
2022-02-09,-0.659,-0.675,-0.645,-0.6825
2022-02-10,-0.64,-0.667,-0.645,-0.704
2022-02-11,-0.63,-0.694,-0.642,-0.711
2022-02-14,-0.68,-0.7,-0.675,-0.7
2022-02-15,-0.6665,-0.71,-0.661,-0.7075
2022-02-16,-0.681,-0.6935,-0.655,-0.697
2022-02-17,-0.6735,-0.7045,-0.655,-0.6775
2022-02-18,-0.6655,-0.7065,-0.65,-0.68
2022-02-21,-0.668,-0.72,-0.642,-0.6725
2022-02-22,-0.64,-0.67,-0.653,-0.68
2022-02-23,-0.678,-0.7415,-0.6505,-0.68
2022-02-24,-0.6625,-0.7395,-0.65,-0.69
2022-02-25,-0.671,-0.7425,-0.654,-0.685
2022-02-28,-0.54,-0.7515,-0.725,-0.745
2022-03-01,-0.54,-0.7615,-0.735,-0.75
2022-03-02,-0.54,-0.7595,-0.741,-0.75
2022-03-03,-0.6535,-0.7635,-0.768,-0.74
2022-03-04,-0.657,-0.7615,-0.769,-0.74
2022-03-07,-0.6835,-0.785,-0.807,-0.7875
2022-03-08,-0.72,-0.772,-0.804,-0.815
2022-03-09,-0.695,-0.77,-0.811,-0.81
2022-03-10,-0.7,-0.765,-0.813,-0.795
2022-03-11,-0.6645,-0.751,-0.816,-0.7825
2022-03-14,-0.6835,-0.742,-0.829,-0.71
2022-03-15,-0.66,-0.735,-0.812,-0.71
2022-03-16,-0.6735,-0.735,-0.809,-0.71
2022-03-17,-0.62,-0.736,-0.77,-0.7
2022-03-18,-0.54,-0.742,-0.766,-0.7
2022-03-21,-0.555,-0.7125,-0.822,-0.685
2022-03-22,-0.694,-0.7105,-0.83,-0.68
2022-03-23,-0.72,-0.7085,-0.828,-0.69
2022-03-24,-0.72,-0.7125,-0.819,-0.695
2022-03-25,-0.72,-0.7105,-0.785,-0.695
2022-03-28,-0.728,-0.6825,-0.7,-0.646
2022-03-29,-0.737,-0.6655,-0.726,-0.638
2022-03-30,-0.694,-0.6575,-0.722,-0.647
2022-03-31,-0.694,-0.6565,-0.701,-0.673
2022-04-01,-0.731,-0.6505,-0.707,-0.674
2022-04-04,-0.696,-0.6455,-0.725,-0.665
2022-04-05,-0.643,-0.666,-0.71,-0.658
2022-04-06,-0.66,-0.7,-0.716,-0.66
2022-04-07,-0.648,-0.7035,-0.741,-0.66
2022-04-08,-0.64,-0.6965,-0.694,-0.655
2022-04-11,-0.652,-0.6795,-0.71,-0.665
2022-04-12,-0.643,-0.6945,-0.71,-0.6725
2022-04-13,-0.64,-0.6995,-0.7,-0.67
2022-04-14,-0.593,-0.7135,-0.693,-0.68
2022-04-19,-0.628,-0.7255,-0.695,-0.685
2022-04-20,,-0.7235,-0.726,-0.675
2022-04-21,-0.6805,-0.7135,-0.709,-0.67
2022-04-22,-0.6875,-0.7075,-0.711,-0.665
2022-04-25,-0.6865,-0.7175,-0.673,-0.657
2022-04-26,-0.6765,-0.7195,-0.672,-0.66
2022-04-27,-0.6745,-0.7205,-0.676,-0.66
2022-04-28,-0.6785,-0.7185,-0.677,-0.66
2022-04-29,-0.6765,-0.7065,-0.671,-0.662
2022-05-02,-0.6865,-0.6925,-0.695,-0.615
2022-05-03,-0.6845,-0.615,-0.709,-0.654
2022-05-04,-0.6675,-0.634,-0.704,-0.654
2022-05-05,-0.6525,-0.64,-0.703,-0.662
2022-05-06,-0.6675,-0.604,-0.7,-0.656
2022-05-09,-0.6355,-0.583,-0.709,-0.62
2022-05-10,-0.6525,-0.606,-0.7089,-0.634
2022-05-11,-0.6405,-0.602,-0.687,-0.6375
2022-05-12,-0.694,-0.602,-0.69,-0.6325
2022-05-13,-0.673,-0.5895,-0.695,-0.635
2022-05-16,-0.699,-0.5815,-0.709,-0.608
2022-05-17,-0.704,-0.595,-0.707,-0.58
2022-05-18,-0.692,-0.603,-0.712,-0.594
2022-05-19,-0.696,-0.5905,-0.706,-0.6025
2022-05-20,-0.695,-0.6095,-0.705,-0.615
2022-05-23,-0.707,-0.626,-0.74,-0.598
2022-05-24,-0.706,-0.633,-0.746,-0.595
2022-05-25,-0.727,-0.656,-0.73,-0.62
2022-05-26,-0.712,-0.662,-0.737,-0.622
2022-05-27,-0.712,-0.664,-0.743,-0.624
2022-05-30,-0.72,-0.6235,-0.728,-0.619
2022-05-31,-0.702,-0.515,-0.725,-0.609
2022-06-01,-0.682,-0.511,-0.724,-0.6025
2022-06-02,-0.697,-0.514,-0.725,-0.6025
2022-06-03,-0.684,-0.509,-0.727,-0.601
2022-06-06,-0.681,-0.498,-0.684,-0.53
2022-06-07,-0.692,-0.503,-0.6825,-0.54
2022-06-08,-0.705,-0.501,-0.698,-0.5575
2022-06-09,-0.68,-0.516,-0.696,-0.555
2022-06-10,-0.66,-0.51,-0.69,-0.555
2022-06-13,-0.694,-0.51,-0.71,-0.551
2022-06-14,-0.66,-0.473,-0.72,-0.518
2022-06-15,-0.648,-0.474,-0.726,-0.535
2022-06-16,-0.66,-0.477,-0.715,-0.57
2022-06-17,-0.605,-0.485,-0.715,-0.55
2022-06-20,-0.732,-0.561,-0.75,-0.456
2022-06-21,-0.74,-0.543,-0.772,-0.4725
2022-06-22,-0.803,-0.533,-0.775,-0.48
2022-06-23,-0.782,-0.531,-0.851,-0.493
2022-06-24,-0.777,-0.532,-0.8,-0.5
2022-06-27,-0.788,-0.509,-0.635,-0.4925
2022-06-28,-0.765,-0.496,-0.61,-0.48
2022-06-29,-0.758,-0.504,-0.6,-0.479
2022-06-30,-0.765,-0.498,-0.594,-0.48
2022-07-01,-0.744,-0.486,-0.612,-0.478
2022-07-04,-0.745,-0.49,-0.617,-0.3575
2022-07-05,-0.678,-0.499,-0.624,-0.3725
2022-07-06,-0.705,-0.342,-0.621,-0.3625
2022-07-07,-0.7,-0.329,-0.6,-0.363
2022-07-08,-0.697,-0.309,-0.577,-0.3625
2022-07-11,-0.694,-0.305,-0.611,-0.35
2022-07-12,-0.72,-0.31,-0.575,-0.345
2022-07-13,-0.684,-0.275,-0.589,-0.3475
2022-07-14,-0.538,-0.222,-0.53,-0.3
2022-07-15,-0.5515,-0.2405,-0.552,-0.316
2022-07-18,-0.5565,-0.255,-0.545,-0.269
2022-07-19,-0.5365,-0.186,-0.54,-0.214
2022-07-20,-0.5475,-0.194,-0.491,-0.201
2022-07-21,-0.3925,-0.065,-0.318,-0.049
2022-07-22,-0.391,-0.085,-0.273,-0.089
2022-07-25,-0.36,-0.081,-0.257,-0.048
2022-07-26,-0.344,-0.078,-0.27,-0.035
2022-07-27,-0.351,-0.0615,-0.267,-0.025
2022-07-28,-0.334,-0.067,-0.252,-0.016
2022-07-29,-0.349,-0.06,-0.273,-0.022
2022-08-01,-0.3565,-0.065,-0.272,0.0275
2022-08-02,-0.33,-0.062,-0.281,0.0
2022-08-03,-0.347,-0.058,-0.284,0.002
2022-08-04,-0.36,0.081,-0.276,-0.002
2022-08-05,-0.36,0.068,-0.292,0.0
2022-08-08,-0.31,0.065,-0.276,-0.025
2022-08-09,-0.36,0.047,-0.263,-0.008
2022-08-10,-0.204,0.037,-0.282,-0.006
2022-08-11,-0.217,0.022,-0.328,-0.005
2022-08-12,-0.215,0.045,-0.333,-0.006
2022-08-15,-0.204,0.064,-0.216,0.05
2022-08-16,-0.221,0.071,-0.217,0.015
2022-08-17,-0.213,0.128,-0.202,0.0225
2022-08-18,-0.225,0.086,-0.186,0.005
2022-08-19,-0.236,0.085,-0.205,0.0125
2022-08-22,-0.226,0.058,-0.146,0.0025
2022-08-23,-0.235,-0.062,-0.188,-0.05
2022-08-24,-0.293,-0.0985,-0.215,-0.15
2022-08-25,-0.285,-0.127,-0.237,-0.2675
2022-08-26,-0.266,-0.0925,-0.245,-0.2
2022-08-29,-0.237,-0.072,-0.206,-0.0025
2022-08-30,-0.159,0.031,-0.212,-0.029
2022-08-31,-0.111,0.025,-0.202,0.0375
2022-09-01,-0.067,0.05,-0.12,0.055
2022-09-02,-0.036,0.042,-0.087,0.032
2022-09-05,-0.004,0.113,-0.04,-0.0525
2022-09-06,0.008,0.1815,-0.036,-0.0185
2022-09-07,0.007,0.2265,0.045,0.0825
2022-09-08,0.082,0.4305,0.178,0.2825
2022-09-09,0.157,0.4915,0.214,0.3375
2022-09-12,0.228,0.5925,0.307,0.64
2022-09-13,0.202,0.6185,0.309,0.615
2022-09-14,0.144,0.5255,0.269,0.523
2022-09-15,0.112,0.4975,0.286,0.5325
2022-09-16,0.0665,0.5235,0.282,0.6925
2022-09-19,0.1005,0.6285,0.28,0.69
2022-09-20,0.1635,0.6685,0.286,0.7375
2022-09-21,0.1755,0.6835,0.295,0.705
2022-09-22,0.1885,0.7355,0.29,0.7325
2022-09-23,0.2125,0.7425,0.31,0.7
2022-09-26,0.2225,0.7865,0.3225,0.736
2022-09-27,0.2145,0.7705,0.2945,0.705
2022-09-28,0.2345,0.7595,0.2915,0.715
2022-09-29,0.2525,0.7925,0.3055,0.725
2022-09-30,0.2565,0.7855,0.3335,0.716
2022-10-03,0.2735,0.7235,0.37,0.752
2022-10-04,0.2935,0.7285,0.365,0.733
2022-10-05,0.3015,0.7315,0.374,0.74
2022-10-06,0.3965,0.743,0.408,0.743
2022-10-07,0.603,0.7725,0.41,0.765
2022-10-10,0.6,0.745,0.5915,0.795
2022-10-11,0.588,0.7735,0.5965,0.777
2022-10-12,0.625,0.7945,0.575,0.792
2022-10-13,0.64,0.8435,0.6295,0.833
2022-10-14,0.647,0.8515,0.6445,0.82
2022-10-17,0.655,0.8245,0.68,0.835
2022-10-18,0.658,0.8135,0.699,0.852
2022-10-19,0.5935,0.813,0.62,0.74
2022-10-20,0.587,0.811,0.6,0.8
2022-10-21,0.619,0.826,0.621,0.815
2022-10-24,0.544,0.837,0.4875,1.03
2022-10-25,0.571,0.828,0.5215,1.0
2022-10-26,0.592,0.836,0.4875,1.0
2022-10-27,0.659,0.863,0.5342,1.03
2022-10-28,0.688,0.932,0.5651,1.025
2022-10-31,0.703,0.965,0.741,1.167
2022-11-01,0.746,1.061,0.763,1.197
2022-11-02,0.718,0.988,0.786,1.171
2022-11-03,0.81,1.08,0.83,1.204
2022-11-04,0.78,1.081,0.8,1.17
2022-11-07,0.926,1.0245,0.824,1.325
2022-11-08,0.997,1.395,0.9,1.288
2022-11-09,0.8,1.403,0.928,1.246
2022-11-10,0.8355,1.38,1.021,1.2175
2022-11-11,1.1185,1.4115,1.0,1.222
2022-11-14,1.0955,1.4025,1.094,1.25
2022-11-15,1.2155,1.4415,1.134,1.244
2022-11-16,1.1105,1.4215,1.05,1.242
2022-11-17,1.149,1.4435,1.19,1.2475
2022-11-18,1.135,1.4415,1.048,1.249
2022-11-21,0.963,1.3655,0.93,1.363
2022-11-22,0.9195,1.3645,0.93,1.381
2022-11-23,0.9535,1.395,0.909,1.46
2022-11-24,1.0285,1.3995,0.935,1.468
2022-11-25,0.9875,1.3985,0.857,1.446
2022-11-28,0.9805,1.27,0.86,1.3875
2022-11-29,0.9015,1.507,0.79,1.3515
2022-11-30,0.9155,1.5095,0.8,1.338
2022-12-01,0.9755,1.5155,0.775,1.3275
2022-12-02,1.0055,1.5545,0.775,1.3035
2022-12-05,1.1215,1.461,0.799,1.408
2022-12-06,1.0055,1.6095,0.8,1.379
2022-12-07,1.1315,1.6055,0.81,1.374
2022-12-08,1.0955,1.6575,0.85,1.387
2022-12-09,1.0955,1.707,0.884,1.415
2022-12-12,0.9715,1.6795,0.99,1.421
2022-12-13,0.885,1.6655,1.027,1.429
2022-12-14,0.868,1.6935,0.97,1.45
2022-12-15,0.762,1.7015,1.07,1.439
2022-12-16,0.739,1.6795,0.9975,1.4825
2022-12-19,0.624,1.662,1.094,1.725
2022-12-20,0.861,1.7485,1.041,1.745
2022-12-21,0.859,1.767,2.98,1.777
2022-12-22,0.827,1.745,1.212,1.789
2022-12-23,0.849,1.834,0.995,1.753
2022-12-27,0.9125,1.768,0.974,1.7525
2022-12-28,0.872,1.652,0.984,1.768
2022-12-29,1.0655,1.656,1.096,1.75
2022-12-30,1.02,1.857,0.868,1.779
2023-01-02,1.3815,1.91,1.51,1.94
2023-01-03,1.6095,2.037,1.562,1.95
2023-01-04,1.6965,2.103,1.725,1.982
2023-01-05,1.7115,2.09,1.768,2.012
2023-01-06,1.688,2.073,1.75,2.015
2023-01-09,1.6765,2.1,1.8555,2.09
2023-01-10,1.7105,2.084,1.7895,2.1
2023-01-11,1.7585,2.0665,1.7745,2.1
2023-01-12,1.795,2.067,1.7675,2.08
2023-01-13,1.8785,2.087,1.7325,2.091
2023-01-16,1.8755,2.0685,1.8685,2.175
2023-01-17,1.867,2.0865,1.8495,2.158
2023-01-18,1.8355,2.0745,1.8225,2.17
2023-01-19,1.8085,2.0885,1.8305,2.195
2023-01-20,1.8335,2.145,1.8715,2.205
2023-01-23,1.893,2.1285,1.93,2.203
2023-01-24,1.9295,2.1135,1.938,2.198
2023-01-25,1.931,2.12,1.95,2.201
2023-01-26,1.9585,2.1245,2.0035,2.212
2023-01-27,1.9985,2.1495,2.0115,2.22
2023-01-30,1.9815,2.1385,2.029,2.347
2023-01-31,1.9715,2.151,2.102,2.323
2023-02-01,2.0085,2.1505,2.109,2.339
2023-02-02,2.0455,2.174,2.115,2.402
2023-02-03,2.0735,2.2075,2.097,2.403
2023-02-06,2.1435,2.264,2.252,2.46
2023-02-07,2.2105,2.4435,2.2395,2.469
2023-02-08,2.2745,2.459,2.2165,2.471
2023-02-09,2.3085,2.4955,2.196,2.48
2023-02-10,2.3485,2.5385,2.2,2.5
2023-02-13,2.3745,2.536,2.24,2.56
2023-02-14,2.3485,2.5565,2.233,2.565
2023-02-15,2.3125,2.589,2.336,2.57
2023-02-16,2.3065,2.5885,2.314,2.587
2023-02-17,2.3175,2.608,2.325,2.612
2023-02-20,2.2645,2.6585,2.384,2.635
2023-02-21,2.2485,2.625,2.371,2.621
2023-02-22,2.2375,2.5675,2.378,2.639
2023-02-23,2.2935,2.573,2.356,2.623
2023-02-24,2.2825,2.6295,2.404,2.64
2023-02-27,2.266,2.6375,2.28,2.685
2023-02-28,2.253,2.639,2.286,2.695
2023-03-01,2.2425,2.6425,2.302,2.71
2023-03-02,2.2625,2.6535,2.295,2.726
2023-03-03,2.2625,2.666,2.278,2.734
2023-03-06,2.2565,2.657,2.519,2.734
2023-03-07,2.2495,2.8495,2.491,2.733
2023-03-08,2.2565,2.8525,2.503,2.721
2023-03-09,2.3455,2.8445,2.583,2.726
2023-03-10,2.3905,2.826,2.55,2.707
2023-03-13,2.3975,2.638,2.5,2.688
2023-03-14,2.3455,2.6235,2.55,2.745
2023-03-15,2.263,2.423,2.498,2.582
2023-03-16,2.1695,2.611,2.68,2.762
2023-03-17,1.87,2.5305,2.701,2.738
2023-03-20,2.16,2.462,2.683,2.698
2023-03-21,2.267,2.457,2.564,2.696
2023-03-22,2.31,2.556,2.5145,2.723
2023-03-23,2.416,2.5335,2.4775,2.74
2023-03-24,2.343,2.4835,2.5185,2.704
2023-03-27,2.321,2.589,2.573,2.784
2023-03-28,2.386,2.5985,2.504,2.787
2023-03-29,2.475,2.5815,2.485,2.7585
2023-03-30,2.525,2.624,2.516,2.7925
2023-03-31,2.579,2.676,2.522,2.8025
2023-04-03,2.691,2.685,2.715,2.8145
2023-04-04,2.668,2.701,2.74,2.8185
2023-04-05,2.577,2.7065,2.7135,2.7965
2023-04-06,2.6835,2.661,2.5675,2.7875
2023-04-11,2.6275,2.652,2.5745,2.936
2023-04-12,2.6735,2.651,2.5815,2.924
2023-04-13,2.6155,2.6685,2.5165,2.943
2023-04-14,2.656,2.737,2.5405,2.939
2023-04-17,2.654,2.7015,2.632,2.942
2023-04-18,2.548,2.651,2.636,2.933
2023-04-19,2.632,2.6855,2.633,2.931
2023-04-20,2.483,2.69,2.639,2.931
2023-04-21,2.514,2.7675,2.669,2.952
2023-04-24,2.471,2.6305,2.741,3.0675
2023-04-25,2.451,2.582,2.769,3.031
2023-04-26,2.515,2.5835,2.751,3.027
2023-04-27,2.481,2.6195,2.726,3.043
2023-04-28,2.453,2.579,2.727,3.023
2023-05-02,2.504,2.754,2.703,3.019
2023-05-03,2.5225,2.7415,2.77,3.044
2023-05-04,2.6025,2.7375,2.734,3.015
2023-05-05,2.691,2.7605,2.7385,2.994
2023-05-08,2.6245,2.792,2.757,3.104
2023-05-09,2.7615,2.8575,2.766,3.084
2023-05-10,2.8275,2.869,2.768,3.097
2023-05-11,2.835,2.9875,2.799,3.097
2023-05-12,2.8085,2.97,2.803,3.098
2023-05-15,2.7435,2.9235,2.799,3.06
2023-05-16,2.7395,2.9045,2.793,3.052
2023-05-17,2.7245,2.8955,2.803,3.059
2023-05-18,2.6975,2.892,2.83,3.067
2023-05-19,2.8415,2.895,2.967,3.083
2023-05-22,2.6275,2.875,2.8195,3.117
2023-05-23,2.8455,2.8825,2.8235,3.126
2023-05-24,2.8305,2.912,2.8915,3.1405
2023-05-25,2.8335,2.9125,2.9205,3.136
2023-05-26,2.8155,2.925,2.9945,3.136
2023-05-29,2.9245,2.9125,2.984,3.1385
2023-05-30,2.8465,2.898,3.021,3.13
2023-05-31,2.8255,2.8905,2.99,3.1335
2023-06-01,2.8185,2.932,3.025,3.1475
2023-06-02,2.8505,2.94,3.022,3.176
2023-06-05,2.8495,3.014,3.047,3.2835
2023-06-06,2.8905,3.013,3.068,3.2815
2023-06-07,2.8325,3.0455,3.081,3.2965
2023-06-08,2.816,3.104,3.05,3.312
2023-06-09,2.904,3.107,3.096,3.302
2023-06-12,2.9125,3.1095,3.094,3.291
2023-06-13,2.9205,3.1415,3.088,3.2915
2023-06-14,3.0045,3.1365,3.109,3.3105
2023-06-15,2.9495,3.175,3.104,3.3397
2023-06-16,2.8595,3.199,3.115,3.34
2023-06-19,3.55036,3.198,3.113,3.3965
2023-06-20,3.099,3.272,3.115,3.3935
2023-06-21,3.12,3.273,3.095,3.3965
2023-06-22,3.142,3.283,3.111,3.3915
2023-06-23,3.153,3.275,3.121,3.382
2023-06-26,3.2,3.32,3.105,3.3875
2023-06-27,3.179,3.327,3.103,3.3775
2023-06-28,3.165,3.323,3.106,3.365
2023-06-29,3.171,3.329,3.058,3.3725
2023-06-30,3.153,3.332,3.085,3.3715
2023-07-03,3.177,3.337,3.1795,3.458
2023-07-04,3.171,3.34,3.202,3.46
2023-07-05,3.193,3.35,3.213,3.469
2023-07-06,3.242,3.353,3.215,3.48
2023-07-07,3.239,3.3665,3.222,3.483
2023-07-10,3.304,3.365,3.316,3.528
2023-07-11,3.312,3.379,3.318,3.535
2023-07-12,3.324,3.3605,3.32,3.535
2023-07-13,3.3335,3.5115,3.39,3.545
2023-07-14,3.3655,3.518,3.396,3.555
2023-07-17,3.411,3.504,3.3945,3.599
2023-07-18,3.4145,3.4695,3.4055,3.573
2023-07-19,3.391,3.447,3.4115,3.573
2023-07-20,3.4135,3.444,3.435,3.588
2023-07-21,3.417,3.439,3.427,3.591
2023-07-24,3.4845,3.4565,3.453,3.591
2023-07-25,3.4765,3.46,3.461,3.595
2023-07-26,3.4695,3.4535,3.469,3.589
2023-07-27,3.4795,3.469,3.49,3.578
2023-07-28,3.4965,3.4665,3.501,3.564
2023-07-31,3.5165,3.4975,3.5778,3.594
2023-08-01,3.5285,3.507,3.5805,3.602
2023-08-02,3.5225,3.4955,3.5165,3.597
2023-08-03,3.5245,3.502,3.5025,3.601
2023-08-04,3.5415,3.5075,3.49,3.591
2023-08-07,3.5225,3.516,3.527,3.578
2023-08-08,3.508,3.5165,3.573,3.577
2023-08-09,3.5345,3.4905,3.568,3.574
2023-08-10,3.5035,3.509,3.61,3.58
2023-08-11,3.5105,3.5415,3.519,3.574
2023-08-14,3.5205,3.5455,3.507,3.659
2023-08-15,3.49,3.5635,3.5185,3.663
2023-08-16,3.5145,3.5775,3.5,3.661
2023-08-17,3.489,3.5875,3.53,3.67
2023-08-18,3.4405,3.584,3.5415,3.654
2023-08-21,,3.601,3.623,3.661
2023-08-22,3.475,3.598,3.609,3.652
2023-08-23,3.462,3.582,3.546,3.616
2023-08-24,3.449,3.5655,3.5533,3.619
2023-08-25,3.435,3.5665,3.5586,3.62
2023-08-28,3.433,3.587,3.432,3.6835
2023-08-29,3.433,3.614,3.521,3.6785
2023-08-30,3.461,3.607,3.519,3.683
2023-08-31,3.442,3.5595,3.545,3.643
2023-09-01,3.455,3.553,3.518,3.639
2023-09-04,3.443,3.565,3.565,3.646
2023-09-05,3.472,3.569,3.563,3.633
2023-09-06,3.475,3.57,3.574,3.646
2023-09-07,3.579,3.605,3.553,3.625
2023-09-08,3.588,3.61,3.542,3.629
2023-09-11,3.5485,3.618,3.5725,3.704
2023-09-12,3.5885,3.648,3.5975,3.707
2023-09-13,3.6195,3.666,3.6385,3.75
2023-09-14,3.6975,3.746,3.7365,3.805
2023-09-15,3.7315,3.736,3.7335,3.797
2023-09-18,3.7165,3.732,3.7465,3.815
2023-09-19,3.7065,3.731,3.7515,3.798
2023-09-20,3.6325,3.678,3.7555,3.761
2023-09-21,3.6425,3.654,3.7262,3.769
2023-09-22,3.6595,3.6475,3.6819,3.765
2023-09-25,3.6355,3.6475,3.707,3.8202
2023-09-26,3.6365,3.6355,3.738,3.8221
2023-09-27,3.6475,3.6165,3.736,3.8285
2023-09-28,3.6535,3.6205,3.721,3.8365
2023-09-29,3.666,3.6125,3.718,3.826
2023-10-02,3.657,3.6205,3.737,3.819
2023-10-03,3.73,3.6195,3.742,3.822
2023-10-04,3.755,3.6485,3.74,3.816
2023-10-05,3.744,3.6715,3.74,3.812
2023-10-06,3.783,3.7145,3.739,3.819
2023-10-09,3.783,3.7365,3.796,3.773
2023-10-10,3.782,3.7255,3.795,3.768
2023-10-11,3.746,3.7305,3.795,3.763
2023-10-12,3.726,3.7345,3.795,3.764
2023-10-13,3.729,3.7295,3.761,3.764
2023-10-16,3.727,3.7385,3.789,3.7596
2023-10-17,3.73,3.7335,3.796,3.746
2023-10-18,3.716,3.7145,3.79,3.757
2023-10-19,3.709,3.702,3.789,3.757
2023-10-20,3.707,3.689,3.79,3.754
2023-10-23,3.697,3.683,3.748,3.793
2023-10-24,3.673,3.669,3.752,3.792
2023-10-25,3.676,3.674,3.808,3.788
2023-10-26,3.677,3.669,3.76,3.775
2023-10-27,3.68,3.662,3.772,3.774
2023-10-30,3.675,3.671,3.781,3.759
2023-10-31,3.688,3.695,3.78,3.77
2023-11-01,3.682,3.697,3.779,3.764
2023-11-02,3.663,3.693,3.759,3.764
2023-11-03,3.632,3.686,3.759,3.765
2023-11-06,3.698,3.677,3.765,3.808
2023-11-07,3.706,3.679,3.769,3.796
2023-11-08,3.76,3.698,3.769,3.793
2023-11-09,3.713,3.688,3.773,3.783
2023-11-10,3.773,3.71,3.772,3.78
2023-11-13,3.773,3.701,3.688,3.779
2023-11-14,3.742,3.717,3.683,3.766
2023-11-15,3.701,3.752,3.672,3.774
2023-11-16,3.674,3.764,3.68,3.772
2023-11-17,3.685,3.68,3.69,3.764
2023-11-20,3.689,3.6935,3.513,3.805
2023-11-21,3.621,3.622,3.442,3.793
2023-11-22,3.622,3.659,3.645,3.788
2023-11-23,3.57,3.663,3.643,3.7785
2023-11-24,3.58,3.641,3.67,3.7725
2023-11-27,3.618,3.654,3.673,3.7695
2023-11-28,3.633,3.638,3.6696,3.772
2023-11-29,3.621,3.6385,3.649,3.7605
2023-11-30,3.63,3.664,3.659,3.758
2023-12-01,3.635,3.659,3.66,3.7465
2023-12-04,3.641,3.701,3.6542,3.7766
2023-12-05,3.709,3.706,3.623,3.7757
2023-12-06,3.661,3.715,3.612,3.764
2023-12-07,3.5845,3.681,3.613,3.756
2023-12-08,3.6185,3.662,3.597,3.7408
2023-12-11,3.6485,3.693,3.645,3.7372
2023-12-12,3.6705,3.695,3.64,3.7245
2023-12-13,3.6715,3.7,3.634,3.7305
2023-12-14,3.6685,3.6455,3.575,3.733
2023-12-15,3.6575,3.659,3.573,3.7225
2023-12-18,3.6455,3.6595,3.6615,3.7365
2023-12-19,3.6585,3.631,3.49,3.6595
2023-12-20,3.6105,3.6765,3.5825,3.654
2023-12-21,3.6575,3.585,3.5235,3.5115
2023-12-22,3.6225,3.586,3.5285,3.6175
2023-12-27,3.623,3.594,3.6094,3.6
2023-12-28,3.6,3.585,3.608,3.608
2023-12-29,3.612,3.56,3.512,3.61
2024-01-02,3.751,3.612,3.829,3.743
2024-01-03,3.762,3.665,3.76,3.693
2024-01-04,3.73,3.673,3.775,3.692
2024-01-05,3.8785,3.681,3.806,3.692
2024-01-08,3.8615,3.704,3.803,3.83
2024-01-09,3.8995,3.742,3.796,3.83
2024-01-10,3.9175,3.788,3.794,3.837
2024-01-11,3.9885,3.791,3.791,3.834
2024-01-12,3.661,3.804,3.781,3.8341
2024-01-15,3.7335,3.814,3.816,3.8115
2024-01-16,3.7465,3.817,3.809,3.8135
2024-01-17,3.744,3.7945,3.815,3.815
2024-01-18,3.724,3.7965,3.814,3.837
2024-01-19,3.709,3.7825,3.814,3.8375
2024-01-22,3.743,3.7855,3.803,3.8065
2024-01-23,3.7695,3.807,3.809,3.7965
