Date,IBIT_Net_Flow_USD,FBTC_Net_Flow_USD,BITB_Net_Flow_USD,ARKB_Net_Flow_USD,BTCO_Net_Flow_USD,EZBC_Net_Flow_USD,BRRR_Net_Flow_USD,HODL_Net_Flow_USD,BTCW_Net_Flow_USD,MSBT_Net_Flow_USD,GBTC_Net_Flow_USD,BTC_Net_Flow_USD,Total_Net_Flow_USD,Source_URL
2024-11-14,126500000,-179200000,-113900000,-161700000,0,0,0,2500000,0,,-69600000,-5300000,-400700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-15,0,-175100000,-7400000,-108600000,0,0,-1700000,-7700000,0,,-22500000,-47000000,-370000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-18,89300000,60000000,24400000,13200000,0,0,0,7700000,0,,5800000,54400000,254800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-19,216100000,256100000.00000003,52800000,267300000,0,0,0,7900000,0,,16200000,13100000,829500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-20,626500000,133900000,9200000,3800000,0,0,0,0,0,,0,,773400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-21,608400000,301000000,68000000,17200000,0,5700000,0,5600000,0,,-7800000,7000000,1005100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-22,513200000.00000006,21700000,0,0,5000000,0,6200000,5600000,0,,-67099999.99999999,5700000,490300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-25,267800000,-134700000,-280700000,-110900000,-10900000,0,0,-8100000,0,,-158200000,400000,-435300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-26,0,-95700000,6500000,0,-2300000,0,0,0,0,,-36100000,4800000,-122800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-27,0,40200000,48000000,0,0,2800000,0,0,0,,0,12000000,103000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-11-29,137500000,106500000,26500000,7800000,0,0,0,33100000,0,,0,8600000,320000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-02,338300000,25100000,0,17200000,0,5600000,0,-10900000,0,,-28100000,6400000,353600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-03,693300000,52200000,7800000,-93500000,0,0,0,16200000,0,,0,0,676000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-04,571700000,17300000,6400000,0,0,0,0,0,0,,-94300000,55700000,556800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-05,770500000,47500000,-10200000,12300000,0,0,0,0,0,,-148800000,95400000,766700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-06,257000000,120200000,0,24900000,0,0,0,0,0,,-32299999.999999996,6800000,376600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-09,394100000,175500000,-39000000,-34300000,0,0,0,0,0,,-24400000,7200000,479100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-10,295600000,210500000,0,5800000,-11600000,0,0,-5400000,0,,-62800000,6400000,438500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-11,0,121900000,12200000,52700000,0,0,-2400000,2900000,0,,20100000,15700000,223100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-12,431600000,30500000,61400000,9000000,0,0,0,0,2600000,,-48400000,110800000,597500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-13,393000000,60000000,33200000.000000004,28400000,0,0,0,8600000,7000000,,-105800000,4500000,428900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-16,418200000,116100000,30700000,47700000,0,0,0,0,0,,17600000,6600000,636900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-17,741400000,-128199999.99999999,-24400000,-17000000,0,0,0,3000000,0,,-84700000,3800000,493900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-18,359600000,0,-16600000.000000002,-6600000,-25200000,0,0,0,0,,-35900000,0,275300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-19,0,-208500000,-43600000,-108400000,-26000000,0,0,-10900000,2000000,,-87900000,-188600000,-671900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-20,-72700000,-71900000,0,-87000000,0,5600000,0,0,0,,-57400000,6400000,-277000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-23,31700000,-146000000,-23700000,-15700000,-25600000,0,0,-2600000,0,,-38400000,-6200000,-226500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-24,-188700000,-83200000,8500000,-75000000,0,0,0,0,0,,0,0,-338400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-26,56500000,254400000,-8300000.000000001,186900000,0,0,0,2700000,0,,-24200000,7200000,475200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-27,79400000,-208200000,-36000000,-112600000,-14200000,0,0,0,0,,3700000,0,-287900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-30,-36500000,-154600000,-31400000,-26400000,0,0,0,0,0,,-134500000,-31700000,-415100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2024-12-31,-23500000,36800000,8700000,-11200000,0,0,0,0,0,,-9600000,4099999.9999999995,5300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-02,-332600000,36200000,48300000,16500000,0,0,0,5500000,0,,-23100000,6900000,-242300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-03,253100000,357000000,61100000,222600000,0,0,0,5600000,0,,0,8700000,908100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-06,209100000,370200000,71200000,152900000,0,8900000,0,17300000,0,,73800000,75200000,978600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-07,596100000,-86300000,-113800000,-212600000,0,-5600000,0,0,0,,-125400000,0,52400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-08,-124000000,-258700000,-11300000,-148300000,-9400000,-8199999.999999999,0,0,0,,-8900000,0,-568800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-10,-183600000,16600000.000000002,-1600000,5700000,0,0,0,0,0,,13500000,0,-149400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-13,29500000,-113600000,-18600000,-92400000,0,0,0,0,0,,-89000000,0,-284100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-14,-219500000,0,-8900000,2900000,0,0,0,5500000,10200000,,0,0,-209800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-15,31900000,463100000,32700000.000000004,138800000,4500000,2900000,0,17000000,0,,50500000,13700000,755100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-16,527900000,4400000,2700000,155400000,0,0,0,5700000,0,,-70000000,0,626100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-17,375900000,326300000,208100000,97200000,6300000,0,0,11900000,4500000,,20800000,21800000,1072800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-21,661900000,7000000,-17400000,8500000,0,6200000,0,0,0,,0,136400000,802600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-22,344300000,0,-34700000,-13000000,0,0,0,0,0,,-47900000,0,248700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-23,154600000,9200000,42100000,8400000,12400000,0,0,0,0,,-49900000,11900000,188700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-24,155700000,186100000,-8600000,168700000,0,0,0,0,2800000,,0,13000000,517700000.00000006,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-27,63900000,-268600000,-88600000,-50100000,0,0,0,-5700000,0,,-108500000,0,-457600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-28,30100000,0,0,-11700000,0,0,0,0,0,,0,0,18400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-29,-28400000,18200000,-4000000,0,0,0,0,0,0,,0,106200000,92000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-30,321500000,209100000,23000000,12600000,5200000,6100000,0,6000000,0,,0,4600000,588100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-01-31,363800000,0,-56000000,35600000,0,0,0,5800000,0,,-30600000,0,318600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-03,0,-177600000,-5500000,-50700000,0,0,0,-8600000,0,,8000000,0,-234400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-04,249000000,0,16100000.000000002,56100000,0,0,0,0,0,,19500000,0,340700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-05,44400000,10600000,0,0,0,0,0,0,11400000,,0,0,66400000.00000001,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-06,0,-103200000,0,0,0,0,0,0,0,,-42200000,5200000,-140200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-07,21900000,52500000,10500000,59000000,0,5600000,0,21800000,0,,0,0,171300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-10,55400000,-136100000,0,0,-34000000,-19800000,0,-5500000,0,,-46300000,0,-186300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-11,23800000,-43600000,-9300000,0,-9500000,-11000000,0,0,-7100000,,0,0,-56700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-12,-22100000,-102000000,-25900000,-97000000,-9700000,0,-3700000,0,0,,-6900000,16300000,-251000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-13,26200000,-94500000,-15700000,-52700000,-4800000,-8400000,0,-1000000,0,,-6900000,0,-157800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-14,22300000,94000000,8000000,-13200000,0,0,0,-4400000,0,,-47000000,6500000,66200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-18,68400000,-16399999.999999998,-112700000,0,0,0,0,0,0,,0,0,-60700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-19,0,-48400000,0,-8700000,0,0,-9300000,-4800000,0,,0,0,-71200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-20,-112000000,-88200000,24100000,-98300000,0,0,0,4200000,0,,-33500000,-61100000,-364800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-21,21600000,-12500000,-16600000.000000002,0,0,0,0,4700000,0,,-60100000,0,-62900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-24,-158600000,-247000000,-10300000,-22600000,-15000000,0,-26900000,-7300000,-12500000,,-59500000,-6200000,-565900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-25,-164400000,-344700000,-88300000,-126200000,-62000000,-74100000,-74800000,-10000000,-17300000,,-66099999.99999999,-85800000,-1113700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-26,-418100000,-145700000,-13600000,-60500000,-16800000,-9700000,-3200000,0,-11500000,,-22700000,-56000000,-757800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-27,-189000000,-7300000,17600000,0,0,-7200000,-12800000,-10600000,-53800000,,-7300000,-5500000,-275900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-02-28,-244600000,176000000,4600000,193700000,0,0,0,-7700000,0,,-33299999.999999996,5600000,94300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-03,-78000000,0,0,58200000,0,0,0,0,0,,-54400000,0,-74200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-04,0,-46100000,-24000000,-43900000,-16500000,-35700000,0,0,-13100000,,0,35800000,-143500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-05,38900000,0,-6900000,0,-9900000,0,-60400000,0,0,,0,0,-38300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-06,-50600000,0,0,-17800000,0,-18000000,0,-8199999.999999999,-5200000,,-34500000,0,-134300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-07,-39900000,-154900000,-18600000,-160000000,0,0,0,600000,0,,-36500000,0,-409300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-10,-89200000,-134000000,-6800000,-90900000,-14200000,-13600000,-3200000,0,0,,-20600000,0,-372500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-11,-151300000,-107100000,-9100000,0,-14900000,-33700000,-28700000,-600000,-15400000,,-35500000,0,-396300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-12,-47100000,0,0,82600000,-12400000,0,0,0,-3500000,,-11800000,5500000,13300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-13,45700000,-75500000,-11000000,-60200000,0,-7000000,-8199999.999999999,0,-14500000,,-12700000,0,-143400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-14,-96200000,9200000,23000000,100500000,0,0,0,4800000,0,,0,0,41300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-17,42300000,127300000,2300000,88500000,0,0,0,0,0,,0,14200000,274600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-18,218100000,0,0,-9000000,0,0,0,0,0,,0,0,209100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-19,0,0,12100000,0,-10200000,0,0,0,0,,5400000,4500000,11800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-20,172100000,9200000,-17400000,0,0,-7300000,0,11900000,0,,-8000000,5200000,165700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-21,105000000,0,0,0,0,0,0,0,0,,-21900000,0,83100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-24,18100000,82900000,19200000,-41000000,0,0,-4500000,5000000,0,,0,0,79700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-25,42000000,0,-10100000,0,0,0,0,0,-5100000,,0,0,26800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-26,107900000,0,-18300000,0,0,0,0,0,0,,0,0,89600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-27,4000000,97100000,0,0,-7000000,0,-7300000,0,-5100000,,0,0,81700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-28,0,-93200000,0,0,0,0,-1700000,0,0,,0,0,-94900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-03-31,15100000,0,-19900000,-23200000,0,0,-10600000,0,-32600000,,0,0,-71200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-01,0,-85400000,24500000,-87400000,0,7400000,0,0,-6800000,,-10100000,0,-157800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-02,-115900000,118800000,33400000,130199999.99999999,0,10000000,2700000,7300000,0,,0,34300000,220800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-03,65300000,-23300000,-44200000,-20000000,0,0,0,-12200000,-5200000,,-60200000,0,-99800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-04,0,0,-17900000,-21800000,0,0,0,0,0,,-25200000,0,-64900000.00000001,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-07,0,0,0,-4700000,-12900000,0,-5300000,-6100000,-6200000,,-74000000,0,-109200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-08,-252900000,0,-21700000,-19900000,-6900000,-8900000,-1700000,0,0,,-8500000,-7500000,-328000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-09,-89700000,0,6700000,0,0,0,0,-4700000,-5700000,,-33800000,0,-127200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-10,0,-74600000,-10800000,-12700000,-7500000,-9200000,0,0,0,,-44600000,9900000,-149500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-11,0,0,-12300000,11300000,0,0,0,0,0,,0,0,-1000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-14,36700000,-35200000,0,0,0,0,0,0,0,,0,0,1500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-15,38200000,0,11000000,13400000,0,4900000,0,0,0,,0,8900000,76400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-16,30600000,-113800000,12800000,-113200000,6700000,0,1300000,2400000,0,,0,3400000,-169800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-17,81000000,25900000,0,0,0,0,0,0,0,,0,0,106900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-21,41600000,87600000,45100000,116100000,0,10100000,6100000,11700000,0,,36600000,32500000,387400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-22,193500000,253800000,76700000,267100000.00000003,18300000,10600000,23800000,6500000,0,,65099999.99999999,21100000,936500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-23,643200000,124400000,-15200000,129500000,0,0,0,5300000,0,,0,29800000,917000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-24,327300000,0,10200000,97000000,7500000,0,0,0,0,,0,0,442000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-25,240100000,108000000,0,11400000,0,0,0,8100000,0,,-7500000,19900000,380000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-28,970900000,-86900000,-21100000,-226300000,0,0,0,-2700000,0,,-42700000,0,591200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-29,216700000,-6200000,-24400000,-13300000,0,0,0,0,0,,0,0,172800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-04-30,267000000,-137500000,-23000000,-130800000.00000001,0,0,0,0,0,,-32000000,0,-56300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-01,351400000,29500000,38400000,-87200000,10600000,0,0,21900000,0,,16000000,41900000,422500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-02,674900000,0,0,0,0,0,0,0,0,,0,0,674900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-05,531200000.00000006,-57800000,-22700000,-6100000,0,-2700000,0,0,0,,-16399999.999999998,0,425500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-06,36700000,0,0,-16100000.000000002,0,-8300000.000000001,0,-8100000,0,,-89900000,0,-85700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-07,37200000,39900000,10500000,54700000,0,0,0,0,0,,0,0,142300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-08,69000000,35300000,0,13100000,0,0,0,0,0,,0,0,117400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-09,356200000,45000000,-14600000,0,0,0,0,13100000,0,,-65200000,0,334500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-12,69400000,-11100000,-17700000,0,-2500000,0,0,0,0,,-32900000,0,5200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-13,0,-91400000,0,0,0,0,0,0,0,,0,0,-91400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-14,232900000,36100000,2800000,5200000,0,0,0,7300000,0,,0,35200000,319500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-15,409700000,-123700000,0,-132000000,0,0,0,0,0,,-39100000,0,114900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-16,129699999.99999999,67900000,0,58000000,0,0,0,0,0,,0,4600000,260200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-19,305900000,188100000,16000000,155300000,-5300000,0,0,7400000,0,,0,0,667400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-20,287500000,23300000,5800000,6400000,0,0,0,0,0,,0,6200000,329200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-21,530600000,23500000,20500000,4300000,0,0,0,6100000,0,,0,22100000,607100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-22,877200000,48700000,0,8900000,0,0,0,0,0,,0,0,934800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-23,430800000,-73700000,0,-73900000,0,0,0,17700000,0,,-89200000,0,211700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-27,409300000,-4800000,1800000,-38300000,0,0,500000,7800000,0,,-26900000,36000000,385400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-28,481000000,-14000000,0,-34300000,0,0,0,0,0,,0,0,432700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-29,125100000,-166300000,-70800000,-89200000,-20000000,-6100000,0,-12000000,0,,-107500000,0,-346800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-05-30,-430800000,-13700000,-35300000,-120100000,0,0,0,0,0,,0,-16200000,-616100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-02,-130400000,-50100000,3400000,-73900000,0,0,0,0,0,,-16500000,0,-267500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-03,58000000,136800000,14500000,139900000,0,0,0,18800000,0,,0,7100000,375100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-04,284000000,-197000000,0,0,0,0,0,0,0,,0,0,87000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-05,0,-80200000,-36700000,-102000000,-12200000,0,0,-6500000,0,,-24100000,-16700000,-278400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-06,-130500000,22800000,31800000,11500000,0,0,0,7400000,0,,0,9200000,-47800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-09,120900000,173000000,68500000,10800000,0,0,0,7700000,0,,0,5300000,386200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-10,336700000,67099999.99999999,-600000,20300000,7700000,0,0,0,0,,0,0,431200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-11,131000000,11900000,0,0,0,6300000,0,15400000,0,,0,0,164600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-12,288300000,-197200000,0,-10700000,0,0,0,0,0,,5900000,0,86300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-13,239000000,25200000,14900000,21000000,0,0,0,6000000,0,,9100000,7500000,322700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-16,266600000.00000003,83000000,41400000,3600000,0,0,0,0,0,,12800000,4800000,412200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-17,639200000,-208500000,-22800000,-191400000,0,0,0,0,0,,0,0,216500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-18,278900000,104400000,11300000,0,0,0,0,0,0,,-16399999.999999998,10100000,388300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-20,46900000,-40500000,0,0,0,0,0,0,0,,0,0,6400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-23,217600000,105700000,14600000,2100000,6200000,0,0,0,0,,-5700000,10100000,350600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-24,436300000,85200000,9800000,43800000,0,0,0,6000000,0,,0,7500000,588600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-25,340300000,115200000,12900000,70200000,0,0,0,9100000,0,,0,0,547700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-26,163700000,32900000,25200000,1800000,0,3100000,0,0,0,,0,0,226700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-27,153000000,165500000,11600000,150300000,3700000,3100000,0,6000000,0,,0,8000000,501200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-06-30,112300000,0,0,-10200000,0,0,0,0,0,,0,0,102100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-01,0,-172700000,-23000000,-27000000,0,0,0,0,0,,-119500000,0,-342200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-02,0,184000000,64900000.00000001,83000000,9900000,9500000,0,5400000,0,,34600000,16500000,407800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-03,224500000,237100000,15500000,114200000,0,0,0,4700000,0,,0,5800000,601800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-07,164600000,66000000,0,-10100000,0,0,0,0,0,,-10200000,6200000,216500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-08,66800000,4800000,0,0,0,0,3700000,0,0,,0,4800000,80100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-09,125600000,4800000,3000000,57000000,9500000,0,0,0,0,,0,15800000,215700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-10,448500000,324300000,77200000,268700000,0,0,0,15200000,0,,-40200000,81900000,1175600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-11,953500000,0,6400000,23500000,5300000,0,0,20000000,0,,0,20900000,1029599999.9999999,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-14,394700000,-26100000,7200000,-99600000,0,0,0,8500000,0,,0,12700000,297400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-15,416300000,-22900000,12700000,-6200000,0,6800000,0,19000000,0,,-41200000,18600000,403100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-16,763900000,10400000,0,19800000,0,0,0,0,0,,0,5300000,799400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-17,497300000,7800000,0,0,7100000,0,0,5100000,0,,0,5300000,522600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-18,496800000,-17900000,-1900000,-33600000,0,0,0,-1700000,3100000,,-81300000,0,363500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-21,0,-12800000,-1900000,-77500000,0,0,0,-2500000,0,,-36700000,0,-131400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-22,0,0,-42300000,-33200000.000000004,0,0,0,0,0,,7500000,0,-68000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-23,142600000,-227200000,-1900000,-9800000,0,0,0,0,0,,0,10500000,-85800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-24,32500000,106600000,29800000,0,0,3500000,0,46400000,0,,0,7900000,226700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-25,92800000,10200000,21000000,30300000,0,0,0,18200000,0,,-50500000,8800000,130800000.00000001,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-28,147400000,30900000,-14800000,-17400000,0,0,0,0,0,,0,11000000,157100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-29,157600000,0,-26200000,-8199999.999999999,0,0,0,5800000,0,,-49000000,0,80000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-30,34400000,0,12700000,0,0,0,0,0,0,,0,0,47100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-07-31,18600000,-53600000,0,-89900000,3500000,6800000,0,3300000,0,,-9200000,5700000,-114800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-01,-2600000,-331400000,-38300000,-327900000,-5100000,-6600000,0,0,0,,-66800000,-33600000,-812300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-04,-292200000,-40100000,18700000,0,0,0,0,0,0,,-9900000,0,-323500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-05,-77400000,-99100000,0,0,0,0,0,0,0,,-19700000,0,-196200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-06,41900000,10100000,26400000,-5400000,0,0,0,4099999.9999999995,0,,14500000,0,91600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-07,156600000,43400000,17200000,-400000,0,3400000,0,21500000,0,,18500000,17200000,277400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
